Wildhorse,Montana,3323,US-Canada Border,2008,Trucks,0,48.999,-110.215,POINT (-110.215083 48.999361)
Del Rio,Texas,2302,US-Mexico Border,2009,Buses,0,29.327,-100.928,POINT (-100.927612 29.326784)
Del Bonita,Montana,3322,US-Canada Border,2009,Trains,0,48.999,-112.788,POINT (-112.78825 48.998555)
Naco,Arizona,2603,US-Mexico Border,2009,Trains,0,31.334,-109.948,POINT (-109.948413 31.334084)
Roseau,Minnesota,3426,US-Canada Border,2009,Trains,0,49.000,-95.766,POINT (-95.766469 48.999538)
Ambrose,North Dakota,3410,US-Canada Border,2009,Pedestrians,0,48.999,-103.487,POINT (-103.486555 48.999305)
Alcan,Alaska,3104,US-Canada Border,2009,Buses,5,62.615,-141.001,POINT (-141.001444 62.614961)
Piegan,Montana,3316,US-Canada Border,2009,Trains,0,48.998,-113.379,POINT (-113.378777 48.998083)
Nighthawk,Washington,3011,US-Canada Border,2010,Trains,0,49.000,-119.671,POINT (-119.67103 49.000144)
Roma,Texas,2310,US-Mexico Border,2010,Trucks,546,26.404,-99.019,POINT (-99.018981 26.403928)
Turner,Montana,3306,US-Canada Border,2011,Trucks,99,49.000,-108.388,POINT (-108.387916 48.999527)
Scobey,Montana,3309,US-Canada Border,2008,Trains,0,49.000,-105.408,POINT (-105.407638 48.999527)
Morgan,Montana,3319,US-Canada Border,2009,Buses,0,49.000,-107.832,POINT (-107.831819 48.999829)
Turner,Montana,3306,US-Canada Border,2010,Trains,0,49.000,-108.388,POINT (-108.387916 48.999527)
Porthill,Idaho,3308,US-Canada Border,2011,Trains,0,49.000,-116.499,POINT (-116.49925 48.999861)
Fort Fairfield,Maine,0107,US-Canada Border,2008,Trucks,1546,46.765,-67.789,POINT (-67.789471 46.765323)
Roma,Texas,2310,US-Mexico Border,2009,Pedestrians,24961,26.404,-99.019,POINT (-99.018981 26.403928)
Madawaska,Maine,0109,US-Canada Border,2008,Trucks,2009,47.360,-68.329,POINT (-68.328684 47.360052)
Scobey,Montana,3309,US-Canada Border,2008,Pedestrians,0,49.000,-105.408,POINT (-105.407638 48.999527)
Dunseith,North Dakota,3422,US-Canada Border,2006,Trains,0,48.999,-100.052,POINT (-100.052166 48.999277)
Fortuna,North Dakota,3417,US-Canada Border,2008,Trains,0,49.000,-103.809,POINT (-103.80925 48.999555)
Wildhorse,Montana,3323,US-Canada Border,2008,Pedestrians,0,48.999,-110.215,POINT (-110.215083 48.999361)
Morgan,Montana,3319,US-Canada Border,2006,Buses,0,49.000,-107.832,POINT (-107.831819 48.999829)
Roma,Texas,2310,US-Mexico Border,2007,Truck Containers Loaded,354,26.404,-99.019,POINT (-99.018981 26.403928)
Alcan,Alaska,3104,US-Canada Border,2007,Trucks,452,62.615,-141.001,POINT (-141.001444 62.614961)
Wildhorse,Montana,3323,US-Canada Border,2010,Buses,0,48.999,-110.215,POINT (-110.215083 48.999361)
Scobey,Montana,3309,US-Canada Border,2008,Trains,0,49.000,-105.408,POINT (-105.407638 48.999527)
Pinecreek,Minnesota,3425,US-Canada Border,2008,Buses,0,49.000,-95.978,POINT (-95.977694 48.999916)
Turner,Montana,3306,US-Canada Border,2007,Trains,0,49.000,-108.388,POINT (-108.387916 48.999527)
Jackman,Maine,0104,US-Canada Border,2008,Buses,22,45.806,-70.397,POINT (-70.396722 45.805661)
Wildhorse,Montana,3323,US-Canada Border,2007,Trucks,232,48.999,-110.215,POINT (-110.215083 48.999361)
Porthill,Idaho,3308,US-Canada Border,2007,Trucks,843,49.000,-116.499,POINT (-116.49925 48.999861)
Laredo,Texas,2304,US-Mexico Border,2007,Trucks,127246,27.500,-99.507,POINT (-99.507412 27.499561)
Warroad,Minnesota,3423,US-Canada Border,2007,Trucks,759,48.999,-95.377,POINT (-95.376555 48.999)
Madawaska,Maine,0109,US-Canada Border,2007,Train Passengers,0,47.360,-68.329,POINT (-68.328684 47.360052)
Roma,Texas,2310,US-Mexico Border,2008,Pedestrians,24010,26.404,-99.019,POINT (-99.018981 26.403928)
Brownsville,Texas,2301,US-Mexico Border,2007,Trucks,19887,25.952,-97.401,POINT (-97.40067 25.95155)
Naco,Arizona,2603,US-Mexico Border,2007,Buses,11,31.334,-109.948,POINT (-109.948413 31.334084)
Carbury,North Dakota,3421,US-Canada Border,2007,Buses,0,48.999,-100.556,POINT (-100.555805 48.999416)
Hansboro,North Dakota,3415,US-Canada Border,2008,Trains,0,49.000,-99.347,POINT (-99.346527 48.999583)
Sasabe,Arizona,2606,US-Mexico Border,2007,Trucks,25,31.483,-111.544,POINT (-111.544363 31.483039)
Roma,Texas,2310,US-Mexico Border,2008,Trucks,732,26.404,-99.019,POINT (-99.018981 26.403928)
Madawaska,Maine,0109,US-Canada Border,2007,Trains,0,47.360,-68.329,POINT (-68.328684 47.360052)
Bridgewater,Maine,0127,US-Canada Border,2007,Trucks,1462,46.450,-67.785,POINT (-67.78484 46.450335)
Ketchikan,Alaska,3102,US-Canada Border,2007,Pedestrians,0,55.342,-131.648,POINT (-131.647804 55.34208)
Alcan,Alaska,3104,US-Canada Border,2007,Trains,0,62.615,-141.001,POINT (-141.001444 62.614961)
Turner,Montana,3306,US-Canada Border,2007,Trains,0,49.000,-108.388,POINT (-108.387916 48.999527)
Sherwood,North Dakota,3414,US-Canada Border,2007,Pedestrians,0,48.999,-101.628,POINT (-101.627527 48.999305)
Laredo,Texas,2304,US-Mexico Border,2007,Buses,3563,27.500,-99.507,POINT (-99.507412 27.499561)
Andrade,California,2502,US-Mexico Border,2008,Trucks,32,32.718,-114.728,POINT (-114.72832 32.718143)
Roosville,Montana,3318,US-Canada Border,2008,Trains,0,49.000,-115.056,POINT (-115.056027 48.999638)
Wildhorse,Montana,3323,US-Canada Border,2008,Pedestrians,0,48.999,-110.215,POINT (-110.215083 48.999361)
Del Rio,Texas,2302,US-Mexico Border,2008,Trains,0,29.327,-100.928,POINT (-100.927612 29.326784)
Warroad,Minnesota,3423,US-Canada Border,2007,Trains,126,48.999,-95.377,POINT (-95.376555 48.999)
Morgan,Montana,3319,US-Canada Border,2009,Buses,2,49.000,-107.832,POINT (-107.831819 48.999829)
Turner,Montana,3306,US-Canada Border,2008,Pedestrians,0,49.000,-108.388,POINT (-108.387916 48.999527)
Laredo,Texas,2304,US-Mexico Border,2006,Buses,3073,27.500,-99.507,POINT (-99.507412 27.499561)
Hansboro,North Dakota,3415,US-Canada Border,2008,Pedestrians,0,49.000,-99.347,POINT (-99.346527 48.999583)
Turner,Montana,3306,US-Canada Border,2007,Buses,4,49.000,-108.388,POINT (-108.387916 48.999527)
Madawaska,Maine,0109,US-Canada Border,2007,Buses,14,47.360,-68.329,POINT (-68.328684 47.360052)
Calexico,California,2503,US-Mexico Border,2007,Trucks,0,32.673,-115.388,POINT (-115.388018 32.673389)
Scobey,Montana,3309,US-Canada Border,2007,Trains,0,49.000,-105.408,POINT (-105.407638 48.999527)
Douglas,Arizona,2601,US-Mexico Border,2008,Trucks,2089,31.334,-109.560,POINT (-109.560344 31.334043)
Warroad,Minnesota,3423,US-Canada Border,2007,Trains,244,48.999,-95.377,POINT (-95.376555 48.999)
Turner,Montana,3306,US-Canada Border,2007,Trains,0,49.000,-108.388,POINT (-108.387916 48.999527)
Scobey,Montana,3309,US-Canada Border,2006,Buses,0,49.000,-105.408,POINT (-105.407638 48.999527)
Scobey,Montana,3309,US-Canada Border,2007,Trains,0,49.000,-105.408,POINT (-105.407638 48.999527)
Roma,Texas,2310,US-Mexico Border,2006,Trains,0,26.404,-99.019,POINT (-99.018981 26.403928)
Pinecreek,Minnesota,3425,US-Canada Border,2007,Buses,0,49.000,-95.978,POINT (-95.977694 48.999916)
Wildhorse,Montana,3323,US-Canada Border,2008,Pedestrians,0,48.999,-110.215,POINT (-110.215083 48.999361)
Roosville,Montana,3318,US-Canada Border,2006,Buses,14,49.000,-115.056,POINT (-115.056027 48.999638)
Nogales,Arizona,2604,US-Mexico Border,2005,Trucks,17767,31.333,-110.943,POINT (-110.942516 31.332839)
Laredo,Texas,2304,US-Mexico Border,2006,Buses,3102,27.500,-99.507,POINT (-99.507412 27.499561)
Bar Harbor,Maine,0112,US-Canada Border,2006,Trains,0,44.400,-68.225,POINT (-68.224722 44.399722)
Nighthawk,Washington,3011,US-Canada Border,2005,Trains,0,49.000,-119.671,POINT (-119.67103 49.000144)
Houlton,Maine,0106,US-Canada Border,2006,Trains,0,46.135,-67.781,POINT (-67.781288 46.134879)
Maida,North Dakota,3416,US-Canada Border,2005,Trucks,157,49.000,-98.365,POINT (-98.36525 49.00025)
Morgan,Montana,3319,US-Canada Border,2005,Pedestrians,0,49.000,-107.832,POINT (-107.831819 48.999829)
Warroad,Minnesota,3423,US-Canada Border,2005,Buses,69,48.999,-95.377,POINT (-95.376555 48.999)
Alcan,Alaska,3104,US-Canada Border,2005,Trains,0,62.615,-141.001,POINT (-141.001444 62.614961)
Madawaska,Maine,0109,US-Canada Border,2005,Trains,0,47.360,-68.329,POINT (-68.328684 47.360052)
Vanceboro,Maine,0105,US-Canada Border,2005,Trucks,462,45.569,-67.429,POINT (-67.428541 45.568761)
Madawaska,Maine,0109,US-Canada Border,2006,Buses,10,47.360,-68.329,POINT (-68.328684 47.360052)
Madawaska,Maine,0109,US-Canada Border,2005,Buses,8,47.360,-68.329,POINT (-68.328684 47.360052)
Roma,Texas,2310,US-Mexico Border,2005,Train Passengers,0,26.404,-99.019,POINT (-99.018981 26.403928)
Madawaska,Maine,0109,US-Canada Border,2005,Buses,12,47.360,-68.329,POINT (-68.328684 47.360052)
St John,North Dakota,3405,US-Canada Border,2006,Trucks,35,48.999,-99.659,POINT (-99.659111 48.999277)
Scobey,Montana,3309,US-Canada Border,2005,Trucks,126,49.000,-105.408,POINT (-105.407638 48.999527)
Presidio,Texas,2403,US-Mexico Border,2005,Trucks,587,29.562,-104.395,POINT (-104.394907 29.561827)
Alcan,Alaska,3104,US-Canada Border,2006,Trains,0,62.615,-141.001,POINT (-141.001444 62.614961)
Roma,Texas,2310,US-Mexico Border,2006,Trucks,669,26.404,-99.019,POINT (-99.018981 26.403928)
Alcan,Alaska,3104,US-Canada Border,2006,Buses,68,62.615,-141.001,POINT (-141.001444 62.614961)
Turner,Montana,3306,US-Canada Border,2006,Pedestrians,0,49.000,-108.388,POINT (-108.387916 48.999527)
Morgan,Montana,3319,US-Canada Border,2006,Trains,0,49.000,-107.832,POINT (-107.831819 48.999829)
Scobey,Montana,3309,US-Canada Border,2005,Trains,0,49.000,-105.408,POINT (-105.407638 48.999527)
St John,North Dakota,3405,US-Canada Border,2005,Trains,0,48.999,-99.659,POINT (-99.659111 48.999277)
Morgan,Montana,3319,US-Canada Border,2005,Buses,0,49.000,-107.832,POINT (-107.831819 48.999829)
Scobey,Montana,3309,US-Canada Border,2005,Pedestrians,0,49.000,-105.408,POINT (-105.407638 48.999527)
Wildhorse,Montana,3323,US-Canada Border,2005,Trucks,227,48.999,-110.215,POINT (-110.215083 48.999361)
Andrade,California,2502,US-Mexico Border,2006,Trucks,73,32.718,-114.728,POINT (-114.72832 32.718143)
Alcan,Alaska,3104,US-Canada Border,2005,Pedestrians,0,62.615,-141.001,POINT (-141.001444 62.614961)
Morgan,Montana,3319,US-Canada Border,2004,Buses,0,49.000,-107.832,POINT (-107.831819 48.999829)
Morgan,Montana,3319,US-Canada Border,2003,Trains,0,49.000,-107.832,POINT (-107.831819 48.999829)
Scobey,Montana,3309,US-Canada Border,2004,Trains,0,49.000,-105.408,POINT (-105.407638 48.999527)
Scobey,Montana,3309,US-Canada Border,2004,Trucks,68,49.000,-105.408,POINT (-105.407638 48.999527)
Noyes,Minnesota,3402,US-Canada Border,2004,Trains,92,49.000,-97.207,POINT (-97.206601 49.000171)
Roma,Texas,2310,US-Mexico Border,2003,Trains,0,26.404,-99.019,POINT (-99.018981 26.403928)
Ambrose,North Dakota,3410,US-Canada Border,2005,Pedestrians,0,48.999,-103.487,POINT (-103.486555 48.999305)
Del Rio,Texas,2302,US-Mexico Border,2003,Trucks,5800,29.327,-100.928,POINT (-100.927612 29.326784)
Roma,Texas,2310,US-Mexico Border,2004,Rail Containers Empty,0,26.404,-99.019,POINT (-99.018981 26.403928)
Turner,Montana,3306,US-Canada Border,2003,Buses,1,49.000,-108.388,POINT (-108.387916 48.999527)
Calais,Maine,0115,US-Canada Border,2004,Trucks,9458,45.189,-67.275,POINT (-67.275381 45.188548)
Ketchikan,Alaska,3102,US-Canada Border,2004,Trains,0,55.342,-131.648,POINT (-131.647804 55.34208)
Wildhorse,Montana,3323,US-Canada Border,2004,Pedestrians,0,48.999,-110.215,POINT (-110.215083 48.999361)
Bar Harbor,Maine,0112,US-Canada Border,2005,Buses,0,44.400,-68.225,POINT (-68.224722 44.399722)
Madawaska,Maine,0109,US-Canada Border,2003,Buses,25,47.360,-68.329,POINT (-68.328684 47.360052)
Naco,Arizona,2603,US-Mexico Border,2003,Buses,0,31.334,-109.948,POINT (-109.948413 31.334084)
Massena,New York,0704,US-Canada Border,2004,Trucks,6454,44.991,-74.740,POINT (-74.739722 44.990556)
Antler,North Dakota,3413,US-Canada Border,2004,Pedestrians,0,48.999,-101.296,POINT (-101.296055 48.999472)
Roma,Texas,2310,US-Mexico Border,2003,Trucks,718,26.404,-99.019,POINT (-99.018981 26.403928)
Wildhorse,Montana,3323,US-Canada Border,2003,Trucks,0,48.999,-110.215,POINT (-110.215083 48.999361)
Eastport,Idaho,3302,US-Canada Border,2004,Trucks,4040,49.001,-116.181,POINT (-116.181027 49.000555)
Roma,Texas,2310,US-Mexico Border,2004,Bus Passengers,2814,26.404,-99.019,POINT (-99.018981 26.403928)
Raymond,Montana,3301,US-Canada Border,2003,Pedestrians,0,48.999,-104.574,POINT (-104.574333 48.999194)
Presidio,Texas,2403,US-Mexico Border,2003,Trucks,394,29.562,-104.395,POINT (-104.394907 29.561827)
Antler,North Dakota,3413,US-Canada Border,2003,Pedestrians,0,48.999,-101.296,POINT (-101.296055 48.999472)
Madawaska,Maine,0109,US-Canada Border,2004,Buses,6,47.360,-68.329,POINT (-68.328684 47.360052)
Dalton Cache,Alaska,3106,US-Canada Border,2003,Trucks,48,59.451,-136.362,POINT (-136.361944 59.450556)
Otay Mesa,California,2506,US-Mexico Border,2004,Trucks,65316,32.550,-116.939,POINT (-116.938538 32.55033)
Fort Kent,Maine,0110,US-Canada Border,2004,Trucks,1152,47.249,-68.604,POINT (-68.603918 47.249206)
Calais,Maine,0115,US-Canada Border,2004,Trains,12,45.189,-67.275,POINT (-67.275381 45.188548)
Wildhorse,Montana,3323,US-Canada Border,2004,Pedestrians,0,48.999,-110.215,POINT (-110.215083 48.999361)
Roma,Texas,2310,US-Mexico Border,2003,Train Passengers,0,26.404,-99.019,POINT (-99.018981 26.403928)
Portal,North Dakota,3403,US-Canada Border,2003,Trucks,4424,48.999,-102.552,POINT (-102.551944 48.998944)
Scobey,Montana,3309,US-Canada Border,2004,Pedestrians,0,49.000,-105.408,POINT (-105.407638 48.999527)
Alcan,Alaska,3104,US-Canada Border,2004,Trucks,640,62.615,-141.001,POINT (-141.001444 62.614961)
Del Bonita,Montana,3322,US-Canada Border,2004,Trains,0,48.999,-112.788,POINT (-112.78825 48.998555)
Dunseith,North Dakota,3422,US-Canada Border,2004,Pedestrians,0,48.999,-100.052,POINT (-100.052166 48.999277)
Skagway,Alaska,3103,US-Canada Border,2004,Trucks,138,59.630,-135.164,POINT (-135.164444 59.629722)
Del Rio,Texas,2302,US-Mexico Border,2003,Trains,0,29.327,-100.928,POINT (-100.927612 29.326784)
Morgan,Montana,3319,US-Canada Border,2004,Trains,0,49.000,-107.832,POINT (-107.831819 48.999829)
Calais,Maine,0115,US-Canada Border,2003,Trains,8,45.189,-67.275,POINT (-67.275381 45.188548)
Roma,Texas,2310,US-Mexico Border,2003,Trucks,717,26.404,-99.019,POINT (-99.018981 26.403928)
Roma,Texas,2310,US-Mexico Border,2003,Trains,0,26.404,-99.019,POINT (-99.018981 26.403928)
Portland,Maine,0101,US-Canada Border,2004,Trains,0,43.659,-70.243,POINT (-70.243056 43.659444)
Andrade,California,2502,US-Mexico Border,2004,Trains,0,32.718,-114.728,POINT (-114.72832 32.718143)
Lancaster,Minnesota,3430,US-Canada Border,2004,Trucks,715,49.000,-96.801,POINT (-96.800527 49.000194)
Metaline Falls,Washington,3025,US-Canada Border,2004,Trucks,757,49.000,-117.299,POINT (-117.299444 48.999972)
Roma,Texas,2310,US-Mexico Border,2001,Trucks,1110,26.404,-99.019,POINT (-99.018981 26.403928)
Scobey,Montana,3309,US-Canada Border,2002,Buses,2,49.000,-105.408,POINT (-105.407638 48.999527)
Warroad,Minnesota,3423,US-Canada Border,2001,Buses,118,48.999,-95.377,POINT (-95.376555 48.999)
Ferry,Washington,3013,US-Canada Border,2002,Trains,0,49.000,-118.761,POINT (-118.761166 49.000083)
Warroad,Minnesota,3423,US-Canada Border,2001,Trucks,1675,48.999,-95.377,POINT (-95.376555 48.999)
Maida,North Dakota,3416,US-Canada Border,2002,Trucks,254,49.000,-98.365,POINT (-98.36525 49.00025)
Madawaska,Maine,0109,US-Canada Border,2001,Trucks,3192,47.360,-68.329,POINT (-68.328684 47.360052)
Alcan,Alaska,3104,US-Canada Border,2002,Pedestrians,0,62.615,-141.001,POINT (-141.001444 62.614961)
Laredo,Texas,2304,US-Mexico Border,2002,Bus Passengers,68909,27.500,-99.507,POINT (-99.507412 27.499561)
Limestone,Maine,0118,US-Canada Border,2001,Buses,4,46.925,-67.790,POINT (-67.789597 46.924555)
Del Rio,Texas,2302,US-Mexico Border,2001,Buses,589,29.327,-100.928,POINT (-100.927612 29.326784)
Del Rio,Texas,2302,US-Mexico Border,2001,Train Passengers,0,29.327,-100.928,POINT (-100.927612 29.326784)
San Luis,Arizona,2608,US-Mexico Border,2001,Buses,3,32.485,-114.782,POINT (-114.7822222 32.485)
Roseau,Minnesota,3426,US-Canada Border,2001,Trucks,1012,49.000,-95.766,POINT (-95.766469 48.999538)
Roma,Texas,2310,US-Mexico Border,2002,Trains,0,26.404,-99.019,POINT (-99.018981 26.403928)
Roma,Texas,2310,US-Mexico Border,2001,Train Passengers,0,26.404,-99.019,POINT (-99.018981 26.403928)
Alcan,Alaska,3104,US-Canada Border,2002,Trucks,674,62.615,-141.001,POINT (-141.001444 62.614961)
Roma,Texas,2310,US-Mexico Border,2001,Buses,238,26.404,-99.019,POINT (-99.018981 26.403928)
Del Rio,Texas,2302,US-Mexico Border,2002,Buses,541,29.327,-100.928,POINT (-100.927612 29.326784)
Morgan,Montana,3319,US-Canada Border,2001,Buses,2,49.000,-107.832,POINT (-107.831819 48.999829)
Columbus,New Mexico,2406,US-Mexico Border,2001,Buses,0,31.784,-107.628,POINT (-107.627948 31.783742)
Morgan,Montana,3319,US-Canada Border,2001,Buses,1,49.000,-107.832,POINT (-107.831819 48.999829)
Roma,Texas,2310,US-Mexico Border,2002,Buses,232,26.404,-99.019,POINT (-99.018981 26.403928)
Skagway,Alaska,3103,US-Canada Border,2002,Trucks,95,59.630,-135.164,POINT (-135.164444 59.629722)
Turner,Montana,3306,US-Canada Border,2002,Personal Vehicles,303,49.000,-108.388,POINT (-108.387916 48.999527)
Laredo,Texas,2304,US-Mexico Border,2001,Trucks,108173,27.500,-99.507,POINT (-99.507412 27.499561)
Houlton,Maine,0106,US-Canada Border,2001,Trains,0,46.135,-67.781,POINT (-67.781288 46.134879)
Scobey,Montana,3309,US-Canada Border,2002,Train Passengers,0,49.000,-105.408,POINT (-105.407638 48.999527)
Limestone,Maine,0118,US-Canada Border,2001,Trains,0,46.925,-67.790,POINT (-67.789597 46.924555)
Turner,Montana,3306,US-Canada Border,2002,Bus Passengers,144,49.000,-108.388,POINT (-108.387916 48.999527)
Turner,Montana,3306,US-Canada Border,2001,Pedestrians,0,49.000,-108.388,POINT (-108.387916 48.999527)
Alcan,Alaska,3104,US-Canada Border,2001,Pedestrians,0,62.615,-141.001,POINT (-141.001444 62.614961)
Calais,Maine,0115,US-Canada Border,2002,Pedestrians,3398,45.189,-67.275,POINT (-67.275381 45.188548)
Nogales,Arizona,2604,US-Mexico Border,2004,Trains,42,31.333,-110.943,POINT (-110.942516 31.332839)
Dunseith,North Dakota,3422,US-Canada Border,2002,Buses,6,48.999,-100.052,POINT (-100.052166 48.999277)
Laredo,Texas,2304,US-Mexico Border,2000,Buses,2936,27.500,-99.507,POINT (-99.507412 27.499561)
Roma,Texas,2310,US-Mexico Border,1999,Trains,0,26.404,-99.019,POINT (-99.018981 26.403928)
Andrade,California,2502,US-Mexico Border,2000,Trains,0,32.718,-114.728,POINT (-114.72832 32.718143)
Progreso,Texas,2309,US-Mexico Border,1999,Trains,0,26.062,-97.950,POINT (-97.949958 26.062133)
Roma,Texas,2310,US-Mexico Border,1999,Train Passengers,0,26.404,-99.019,POINT (-99.018981 26.403928)
Madawaska,Maine,0109,US-Canada Border,1999,Buses,51,47.360,-68.329,POINT (-68.328684 47.360052)
Roma,Texas,2310,US-Mexico Border,2000,Trucks,1081,26.404,-99.019,POINT (-99.018981 26.403928)
Whitlash,Montana,3321,US-Canada Border,2001,Pedestrians,0,48.997,-111.258,POINT (-111.257916 48.99725)
Turner,Montana,3306,US-Canada Border,1999,Bus Passengers,0,49.000,-108.388,POINT (-108.387916 48.999527)
Scobey,Montana,3309,US-Canada Border,1999,Trains,0,49.000,-105.408,POINT (-105.407638 48.999527)
Madawaska,Maine,0109,US-Canada Border,1999,Bus Passengers,112,47.360,-68.329,POINT (-68.328684 47.360052)
Warroad,Minnesota,3423,US-Canada Border,2000,Buses,126,48.999,-95.377,POINT (-95.376555 48.999)
Detroit,Michigan,3801,US-Canada Border,2000,Pedestrians,0,42.332,-83.048,POINT (-83.047924 42.331685)
Warroad,Minnesota,3423,US-Canada Border,1999,Bus Passengers,2389,48.999,-95.377,POINT (-95.376555 48.999)
Laredo,Texas,2304,US-Mexico Border,1999,Trains,194,27.500,-99.507,POINT (-99.507412 27.499561)
Turner,Montana,3306,US-Canada Border,1999,Trucks,20,49.000,-108.388,POINT (-108.387916 48.999527)
Ferry,Washington,3013,US-Canada Border,1999,Pedestrians,0,49.000,-118.761,POINT (-118.761166 49.000083)
Brownsville,Texas,2301,US-Mexico Border,2000,Trains,61,25.952,-97.401,POINT (-97.40067 25.95155)
Turner,Montana,3306,US-Canada Border,1999,Trains,0,49.000,-108.388,POINT (-108.387916 48.999527)
Madawaska,Maine,0109,US-Canada Border,1999,Buses,0,47.360,-68.329,POINT (-68.328684 47.360052)
Calais,Maine,0115,US-Canada Border,2000,Trains,20,45.189,-67.275,POINT (-67.275381 45.188548)
Del Rio,Texas,2302,US-Mexico Border,2000,Buses,598,29.327,-100.928,POINT (-100.927612 29.326784)
San Luis,Arizona,2608,US-Mexico Border,1999,Trucks,3278,32.485,-114.782,POINT (-114.7822222 32.485)
Calais,Maine,0115,US-Canada Border,1999,Buses,90,45.189,-67.275,POINT (-67.275381 45.188548)
Scobey,Montana,3309,US-Canada Border,1999,Pedestrians,0,49.000,-105.408,POINT (-105.407638 48.999527)
Morgan,Montana,3319,US-Canada Border,1999,Trucks,143,49.000,-107.832,POINT (-107.831819 48.999829)
Calais,Maine,0115,US-Canada Border,1999,Trucks,11440,45.189,-67.275,POINT (-67.275381 45.188548)
